sleep_hours,stress_level,mental_health_rating,exercise_frequency,social_activity,exam_score,health_score,health_category
5.3,8.4,6.0,5,0,100,0.36,Medium
4.2,5.1,6.6,2,3,100,0.39,Medium
7.9,5.4,7.8,0,2,92,0.49,Medium
6.9,6.3,6.4,5,1,71,0.49,Medium
6.7,7.1,7.2,0,1,65,0.37,Medium
6.2,9.0,5.9,7,1,96,0.42,Medium
7.3,5.0,3.9,6,4,91,0.49,Medium
5.3,4.2,6.0,6,4,96,0.53,Medium
6.6,6.9,10.0,4,1,100,0.58,Medium
6.8,8.1,5.2,7,0,88,0.43,Medium
9.3,3.8,8.9,2,5,87,0.7,High
9.6,6.2,4.0,7,4,100,0.55,Medium
7.1,6.0,3.6,5,3,98,0.41,Medium
8.4,5.8,5.6,5,3,87,0.54,Medium
6.6,9.1,3.7,1,2,73,0.21,Low
4.8,5.5,5.2,0,5,99,0.31,Low
10.2,5.8,4.4,3,5,81,0.51,Medium
7.0,5.7,5.6,2,1,72,0.41,Medium
8.4,1.0,7.0,0,2,97,0.6,Medium
4.9,6.1,6.7,4,5,96,0.45,Medium
6.3,5.8,10.0,1,5,100,0.56,Medium
6.5,2.9,8.6,6,1,67,0.68,High
4.1,7.1,7.3,6,2,78,0.45,Medium
8.3,6.4,7.7,7,0,75,0.62,Medium
5.7,2.8,7.4,6,0,99,0.6,Medium
7.2,6.2,10.0,6,1,94,0.67,High
5.4,4.3,6.9,6,2,96,0.55,Medium
8.1,6.1,4.8,3,2,88,0.43,Medium
4.3,6.8,8.0,3,1,99,0.41,Medium
8.0,3.7,6.9,7,0,80,0.66,Medium
8.8,7.4,6.5,2,0,85,0.44,Medium
6.8,7.5,5.2,0,2,100,0.29,Low
8.0,7.0,5.7,7,3,56,0.54,Medium
8.6,6.6,7.8,0,1,73,0.47,Medium
6.7,7.7,6.9,3,3,100,0.43,Medium
7.0,7.0,5.5,5,2,63,0.45,Medium
4.3,6.5,4.1,1,0,99,0.21,Low
7.5,4.2,6.9,4,2,100,0.57,Medium
7.2,6.2,5.5,0,5,100,0.38,Medium
5.5,5.2,6.5,7,1,88,0.53,Medium
9.7,7.2,1.8,6,3,94,0.41,Medium
8.0,5.4,8.9,5,2,77,0.66,Medium
6.5,5.2,10.0,5,5,100,0.68,High
4.5,3.4,8.8,2,4,79,0.54,Medium
7.8,3.2,6.6,1,5,95,0.55,Medium
6.1,3.0,6.9,2,3,100,0.52,Medium
5.1,5.6,8.2,2,0,81,0.44,Medium
6.8,4.6,9.6,3,0,98,0.61,Medium
5.7,7.9,6.9,6,0,86,0.44,Medium
4.7,3.4,7.5,5,1,99,0.54,Medium
7.5,7.1,10.0,6,3,94,0.67,High
8.9,2.1,7.3,4,1,100,0.68,High
8.5,6.3,10.0,7,5,86,0.76,High
7.2,5.2,7.0,0,5,93,0.47,Medium
7.4,4.5,7.3,5,1,78,0.59,Medium
5.6,7.0,7.5,5,4,94,0.5,Medium
5.4,1.3,5.6,2,3,100,0.49,Medium
9.3,5.3,8.4,1,0,100,0.57,Medium
8.8,6.1,7.5,5,0,99,0.59,Medium
6.7,1.7,6.9,4,2,100,0.62,Medium
4.0,7.2,8.4,3,3,79,0.42,Medium
4.2,4.8,2.8,4,5,95,0.31,Low
7.8,1.2,8.0,3,0,100,0.67,High
10.0,3.8,5.4,6,4,100,0.67,Medium
8.2,4.7,6.6,2,5,72,0.54,Medium
6.7,5.7,6.3,3,1,100,0.45,Medium
8.1,6.1,6.7,0,4,87,0.45,Medium
6.5,3.6,10.0,6,5,78,0.75,High
5.8,3.8,8.7,1,1,87,0.52,Medium
7.9,1.7,6.8,1,1,100,0.57,Medium
6.4,3.4,9.1,4,3,78,0.65,Medium
9.8,5.7,8.1,7,4,83,0.74,High
6.0,7.2,8.7,4,3,100,0.52,Medium
9.7,6.5,8.2,4,1,97,0.62,Medium
5.5,4.0,2.5,0,3,88,0.25,Low
7.4,6.6,2.7,1,4,48,0.28,Low
7.2,1.8,5.4,5,0,83,0.58,Medium
5.3,5.0,5.9,4,2,100,0.44,Medium
9.1,5.9,6.8,4,0,85,0.55,Medium
5.4,3.8,9.8,6,1,77,0.67,High
5.4,5.2,5.8,5,3,63,0.46,Medium
7.1,8.2,7.3,1,3,91,0.4,Medium
9.6,5.7,6.7,7,4,72,0.68,High
7.4,7.5,6.5,5,2,100,0.48,Medium
8.1,4.6,4.2,1,3,96,0.41,Medium
10.0,4.7,7.5,7,5,97,0.76,High
6.8,2.2,7.9,2,1,93,0.59,Medium
5.0,6.3,4.7,3,0,99,0.31,Low
6.1,2.4,7.1,2,1,91,0.53,Medium
6.8,3.8,8.8,5,2,98,0.66,Medium
5.5,8.1,7.5,7,3,95,0.5,Medium
6.9,4.4,7.2,3,3,99,0.54,Medium
5.5,4.1,7.8,7,4,65,0.63,Medium
9.7,4.6,8.6,2,5,100,0.67,High
7.0,6.7,5.2,0,1,94,0.31,Low
8.8,5.6,5.5,7,3,96,0.6,Medium
7.8,7.3,3.7,7,2,81,0.44,Medium
6.2,4.9,5.6,7,4,100,0.55,Medium
8.2,3.6,8.8,1,4,100,0.63,Medium
5.2,6.0,7.4,2,1,91,0.41,Medium
6.6,6.6,4.9,3,1,100,0.36,Medium
7.1,3.9,6.5,1,0,83,0.46,Medium
6.9,3.8,9.0,4,5,90,0.67,High
7.1,4.9,9.9,5,3,100,0.69,High
7.3,7.4,2.9,7,0,98,0.37,Medium
6.0,3.8,10.0,7,4,67,0.75,High
7.6,8.0,3.9,7,3,75,0.43,Medium
5.9,3.6,7.6,6,4,98,0.63,Medium
7.5,5.0,8.0,2,3,82,0.55,Medium
7.0,6.0,7.3,3,2,89,0.5,Medium
7.0,5.7,5.7,7,5,55,0.56,Medium
4.0,2.8,6.5,3,0,83,0.44,Medium
7.1,5.0,5.9,2,2,90,0.45,Medium
5.4,3.5,6.3,6,2,95,0.55,Medium
6.3,2.3,7.6,2,0,68,0.55,Medium
5.6,6.9,7.2,7,2,86,0.52,Medium
8.7,5.0,8.0,4,1,76,0.62,Medium
5.8,8.8,6.9,4,0,100,0.37,Medium
4.9,4.4,5.9,5,3,94,0.47,Medium
5.6,7.2,7.8,7,1,100,0.53,Medium
7.6,6.1,7.2,5,4,73,0.57,Medium
5.3,8.9,7.2,3,2,99,0.36,Medium
6.8,6.6,5.2,7,0,97,0.47,Medium
7.0,3.6,8.4,6,2,100,0.68,High
5.1,2.5,9.4,6,2,92,0.69,High
6.4,5.8,7.6,5,2,54,0.54,Medium
6.2,4.4,8.6,7,0,100,0.65,Medium
8.7,4.7,8.5,3,1,69,0.63,Medium
5.9,1.3,6.3,3,0,78,0.54,Medium
5.9,5.1,6.8,0,4,73,0.41,Medium
8.4,6.0,10.0,4,1,70,0.67,Medium
6.7,5.9,7.2,0,3,93,0.42,Medium
8.9,3.6,9.6,1,3,58,0.68,High
7.5,1.4,10.0,6,3,88,0.83,High
5.9,3.1,5.1,7,4,100,0.57,Medium
6.5,5.9,7.5,4,4,88,0.53,Medium
6.2,1.6,4.1,0,1,100,0.39,Medium
4.7,6.7,7.8,4,0,97,0.43,Medium
8.3,6.3,5.9,6,0,91,0.53,Medium
7.4,6.1,6.2,3,0,63,0.45,Medium
5.6,5.8,4.6,6,1,61,0.41,Medium
4.2,3.0,5.1,0,0,100,0.32,Low
6.3,4.3,7.5,0,1,71,0.45,Medium
6.6,4.1,6.8,7,5,100,0.64,Medium
5.8,6.8,9.8,7,0,99,0.62,Medium
6.3,1.7,6.3,1,1,75,0.5,Medium
4.3,4.6,10.0,3,0,100,0.54,Medium
5.4,4.3,8.4,4,1,88,0.55,Medium
7.3,5.6,5.2,5,1,82,0.47,Medium
6.2,3.4,4.9,5,3,87,0.5,Medium
6.9,2.4,8.0,1,5,95,0.6,Medium
7.8,6.1,6.8,4,2,86,0.52,Medium
7.1,4.1,2.1,5,4,79,0.41,Medium
7.8,1.4,4.8,6,4,93,0.64,Medium
9.5,7.3,6.1,2,3,100,0.48,Medium
7.9,8.5,6.6,6,3,76,0.51,Medium
7.9,5.6,5.2,5,4,70,0.52,Medium
6.2,2.0,5.2,6,2,63,0.57,Medium
9.9,7.8,7.3,0,1,78,0.46,Medium
9.0,1.0,6.8,7,0,76,0.76,High
4.0,3.9,8.0,4,1,99,0.5,Medium
9.1,2.7,8.8,5,3,100,0.77,High
8.3,5.4,3.4,4,2,87,0.42,Medium
5.4,7.9,5.3,5,2,80,0.36,Medium
6.3,4.9,10.0,1,5,74,0.59,Medium
7.6,8.0,3.9,4,5,77,0.37,Medium
7.6,2.0,7.4,0,1,76,0.55,Medium
8.6,1.1,6.1,0,2,94,0.57,Medium
8.8,6.1,5.8,0,3,93,0.43,Medium
5.5,4.9,7.8,7,2,100,0.6,Medium
7.4,6.7,6.2,0,2,83,0.38,Medium
6.7,4.4,6.2,2,4,100,0.48,Medium
8.0,6.7,6.1,3,3,94,0.47,Medium
9.4,7.9,4.6,7,5,92,0.53,Medium
10.3,5.8,5.1,6,3,60,0.6,Medium
5.5,3.7,7.6,3,4,98,0.54,Medium
7.3,7.3,4.1,6,5,75,0.44,Medium
5.6,9.6,7.0,1,5,80,0.32,Low
7.2,3.0,10.0,5,1,100,0.73,High
6.8,6.7,9.4,7,5,69,0.67,High
5.2,5.8,7.6,1,3,100,0.42,Medium
8.4,6.0,8.3,6,5,81,0.68,High
8.5,3.2,6.5,2,4,100,0.58,Medium
7.3,1.0,5.1,2,4,100,0.55,Medium
5.4,5.9,4.8,0,4,67,0.29,Low
7.4,1.6,3.7,1,3,97,0.45,Medium
9.7,7.0,10.0,6,3,73,0.74,High
4.7,4.4,10.0,0,4,93,0.52,Medium
7.9,5.2,10.0,0,2,100,0.58,Medium
7.1,3.7,7.4,4,1,100,0.58,Medium
5.3,4.5,7.8,7,5,100,0.62,Medium
7.9,4.8,4.8,6,1,88,0.52,Medium
6.0,4.0,8.0,6,1,100,0.61,Medium
6.9,8.7,8.2,5,4,80,0.52,Medium
5.6,3.5,6.5,4,1,99,0.51,Medium
7.1,8.2,4.0,1,3,100,0.27,Low
6.1,7.3,7.2,7,4,68,0.54,Medium
7.5,2.8,4.9,5,4,85,0.57,Medium
6.5,2.7,7.9,3,2,92,0.6,Medium
9.3,3.0,4.2,5,2,85,0.58,Medium
8.1,2.9,9.6,0,0,57,0.62,Medium
7.7,7.0,9.3,2,1,92,0.54,Medium
6.8,3.0,6.9,1,0,91,0.49,Medium
4.1,1.7,9.1,7,0,98,0.68,High
7.2,4.4,7.3,4,2,97,0.57,Medium
4.7,7.4,10.0,4,1,95,0.51,Medium
8.5,7.0,4.4,3,4,90,0.42,Medium
4.6,6.9,9.4,4,4,83,0.52,Medium
7.5,8.3,7.2,5,4,93,0.51,Medium
6.4,3.2,7.7,0,1,74,0.49,Medium
8.1,2.0,7.7,0,2,100,0.59,Medium
6.9,2.6,1.7,4,3,97,0.4,Medium
10.2,5.1,6.6,6,5,100,0.69,High
6.6,7.8,6.7,1,4,67,0.38,Medium
7.2,6.8,5.9,7,2,100,0.52,Medium
4.1,6.6,6.8,4,0,64,0.38,Medium
5.8,2.5,10.0,0,3,70,0.6,Medium
5.6,2.9,8.1,1,1,97,0.52,Medium
7.4,5.2,7.0,0,1,100,0.44,Medium
7.8,1.7,7.9,3,3,93,0.67,High
6.6,3.7,7.9,2,1,99,0.54,Medium
6.5,4.3,9.5,0,3,60,0.55,Medium
7.4,5.0,3.9,2,3,94,0.39,Medium
8.8,3.6,5.2,6,5,98,0.63,Medium
5.8,4.4,4.3,0,0,69,0.3,Low
8.2,4.1,7.9,4,2,97,0.64,Medium
7.5,5.5,5.6,5,5,100,0.53,Medium
6.0,7.7,5.8,1,0,93,0.29,Low
7.3,8.2,1.6,4,0,89,0.23,Low
6.5,2.9,10.0,4,5,100,0.72,High
4.0,7.4,5.5,1,1,85,0.24,Low
7.2,6.1,4.6,0,3,53,0.33,Low
7.6,9.0,7.4,2,5,72,0.44,Medium
6.6,4.8,3.7,6,5,100,0.47,Medium
6.1,4.3,6.0,1,1,81,0.41,Medium
6.6,7.3,9.3,4,4,100,0.57,Medium
8.6,6.2,7.3,5,2,99,0.59,Medium
7.0,4.5,6.0,2,4,98,0.48,Medium
8.3,3.9,5.8,1,4,98,0.51,Medium
5.3,6.0,6.6,4,3,90,0.45,Medium
7.5,5.6,3.7,7,2,100,0.48,Medium
7.4,5.5,7.9,7,1,99,0.64,Medium
4.4,10.0,9.6,5,5,68,0.47,Medium
6.5,4.0,7.4,7,0,69,0.62,Medium
5.8,4.8,7.2,5,5,100,0.56,Medium
5.9,8.1,6.7,1,1,98,0.32,Low
4.7,4.8,9.3,1,4,100,0.51,Medium
7.9,6.0,6.5,4,1,93,0.51,Medium
7.9,8.7,4.1,6,2,100,0.39,Medium
7.3,6.0,8.5,3,3,95,0.56,Medium
8.5,7.1,4.3,4,3,88,0.43,Medium
6.2,1.0,3.1,5,0,100,0.48,Medium
7.2,4.3,10.0,1,2,78,0.61,Medium
9.6,7.8,5.2,7,2,100,0.54,Medium
8.7,4.5,6.4,2,2,93,0.53,Medium
9.5,3.2,5.3,4,1,100,0.59,Medium
6.7,6.4,9.5,6,1,95,0.63,Medium
4.6,5.2,7.4,5,5,72,0.52,Medium
4.8,4.8,6.3,0,0,100,0.33,Medium
10.5,5.8,5.9,1,5,100,0.53,Medium
5.9,3.0,4.0,6,3,99,0.49,Medium
6.3,6.2,8.7,3,3,100,0.53,Medium
6.9,1.9,4.7,3,3,95,0.51,Medium
9.8,6.1,6.4,7,2,98,0.64,Medium
6.5,4.1,7.9,0,4,93,0.5,Medium
10.0,7.5,4.7,6,4,100,0.54,Medium
7.1,5.9,8.4,3,5,89,0.57,Medium
6.3,10.0,6.9,6,4,67,0.44,Medium
6.1,6.9,4.5,3,1,83,0.32,Low
8.1,4.0,8.0,4,3,83,0.65,Medium
8.9,3.8,9.1,5,3,100,0.75,High
6.3,4.2,4.9,5,5,68,0.5,Medium
5.4,8.2,5.1,7,4,74,0.41,Medium
7.2,6.1,8.7,6,0,88,0.61,Medium
7.6,8.1,5.0,1,1,73,0.31,Low
6.1,3.1,5.5,5,1,93,0.52,Medium
9.3,6.2,6.1,0,5,70,0.47,Medium
7.9,3.2,8.5,7,5,100,0.77,High
5.5,2.6,3.6,5,5,100,0.47,Medium
6.0,6.7,3.2,6,1,79,0.35,Medium
5.9,2.9,2.8,4,2,77,0.39,Medium
6.1,5.6,7.5,3,4,94,0.5,Medium
9.5,5.9,6.3,1,3,100,0.5,Medium
8.1,4.5,5.2,3,1,85,0.48,Medium
8.0,1.9,1.4,5,1,100,0.45,Medium
6.9,5.5,7.5,7,3,81,0.62,Medium
7.0,1.0,3.7,2,5,83,0.49,Medium
6.2,6.1,1.4,1,5,60,0.21,Low
7.2,7.4,7.6,5,4,67,0.54,Medium
4.0,3.3,8.7,7,5,86,0.65,Medium
6.3,3.6,7.1,6,0,97,0.59,Medium
6.3,7.1,7.5,4,5,91,0.5,Medium
6.1,6.5,8.1,7,2,95,0.58,Medium
7.1,4.7,2.3,7,0,100,0.42,Medium
4.0,5.9,9.1,0,2,67,0.4,Medium
7.3,5.2,4.7,0,0,100,0.34,Medium
4.0,4.2,7.8,2,3,65,0.46,Medium
8.4,7.0,10.0,3,4,78,0.64,Medium
8.1,5.6,6.5,1,1,88,0.46,Medium
6.8,5.5,10.0,4,0,98,0.62,Medium
8.0,5.1,7.1,3,5,97,0.57,Medium
11.7,6.2,8.0,6,2,90,0.74,High
8.6,3.7,8.6,7,0,93,0.74,High
7.7,6.0,7.8,4,2,98,0.56,Medium
5.7,5.6,7.9,2,1,74,0.46,Medium
7.8,6.3,8.7,3,0,100,0.55,Medium
5.2,2.9,5.9,7,5,90,0.59,Medium
6.9,4.6,4.2,0,1,100,0.33,Low
6.9,4.7,2.5,4,3,78,0.37,Medium
9.4,6.5,4.8,2,5,77,0.46,Medium
5.9,1.2,5.3,7,3,100,0.62,Medium
4.7,3.8,10.0,3,1,99,0.58,Medium
5.6,1.1,8.2,1,3,99,0.59,Medium
7.3,3.1,5.2,2,5,79,0.5,Medium
6.4,6.6,4.0,3,0,89,0.31,Low
8.0,6.3,4.8,5,2,73,0.47,Medium
7.5,7.1,5.9,4,2,82,0.45,Medium
8.0,6.4,6.2,2,5,58,0.47,Medium
6.1,4.4,10.0,2,0,100,0.58,Medium
8.2,7.5,6.0,2,3,100,0.43,Medium
9.4,7.3,2.6,7,5,100,0.47,Medium
8.8,4.5,7.5,2,4,94,0.6,Medium
9.9,8.0,8.1,2,1,100,0.53,Medium
7.7,5.7,6.4,2,0,75,0.45,Medium
5.2,3.8,7.8,4,2,61,0.54,Medium
6.7,4.7,7.7,7,2,89,0.64,Medium
8.1,5.6,1.4,2,0,100,0.27,Low
7.8,5.1,6.0,0,1,100,0.42,Medium
9.7,2.5,7.9,7,2,95,0.8,High
6.0,3.5,10.0,5,3,88,0.7,High
4.5,3.5,8.8,0,1,90,0.47,Medium
6.6,5.1,5.1,4,0,83,0.43,Medium
8.2,5.7,6.6,6,1,95,0.58,Medium
9.0,4.6,9.0,2,1,93,0.64,Medium
7.2,5.9,6.5,2,2,86,0.45,Medium
8.7,1.0,6.7,3,1,100,0.66,Medium
6.7,3.9,8.0,1,1,93,0.52,Medium
5.9,7.9,3.5,2,4,93,0.25,Low
7.2,2.9,8.1,2,1,78,0.59,Medium
6.7,3.0,8.4,2,1,69,0.58,Medium
5.8,3.0,9.2,2,5,76,0.62,Medium
7.4,3.4,6.7,2,0,94,0.52,Medium
6.3,5.5,7.4,7,4,94,0.6,Medium
9.6,8.0,5.3,1,1,100,0.39,Medium
6.3,2.5,9.8,5,5,100,0.74,High
8.4,5.5,6.5,1,5,64,0.5,Medium
7.6,6.0,6.5,6,0,97,0.54,Medium
6.0,4.9,5.6,6,4,81,0.52,Medium
7.4,3.8,9.2,3,4,100,0.66,Medium
5.8,4.7,7.6,3,2,80,0.51,Medium
8.6,3.8,8.3,6,4,82,0.74,High
9.0,7.1,2.2,7,4,76,0.44,Medium
5.5,1.4,7.8,5,2,100,0.65,Medium
5.6,5.3,5.7,3,3,77,0.42,Medium
4.5,2.2,6.4,7,4,98,0.6,Medium
5.7,5.7,8.0,1,5,95,0.47,Medium
8.6,5.7,7.1,4,3,100,0.58,Medium
6.3,6.4,6.2,3,1,95,0.41,Medium
6.5,7.9,5.1,7,1,80,0.43,Medium
8.1,6.3,3.5,6,4,97,0.46,Medium
8.4,7.0,8.1,0,1,93,0.47,Medium
4.8,1.8,5.8,2,5,64,0.48,Medium
7.1,3.7,4.7,2,0,100,0.42,Medium
6.3,4.7,8.7,4,1,86,0.58,Medium
9.1,3.8,6.7,6,3,95,0.68,High
5.3,10.0,3.5,5,0,90,0.21,Low
5.5,3.5,5.9,3,1,90,0.46,Medium
7.9,2.3,8.7,4,4,92,0.72,High
8.3,6.6,8.3,4,1,79,0.58,Medium
8.4,6.5,4.5,6,3,90,0.5,Medium
8.0,7.6,2.3,1,2,93,0.24,Low
5.8,4.6,8.4,0,4,100,0.49,Medium
8.7,5.3,9.9,3,0,77,0.66,Medium
7.8,5.1,8.5,5,0,90,0.63,Medium
8.2,2.3,8.3,4,3,73,0.71,High
7.2,5.4,5.6,4,3,89,0.48,Medium
8.5,3.7,8.9,7,5,100,0.79,High
8.3,5.0,7.1,1,4,100,0.53,Medium
7.7,5.1,5.2,5,2,82,0.51,Medium
8.8,5.6,4.1,7,2,81,0.53,Medium
8.3,4.2,3.8,6,1,75,0.51,Medium
6.4,6.7,8.3,3,4,95,0.51,Medium
5.3,4.8,5.6,6,5,67,0.5,Medium
9.9,1.9,4.7,0,2,79,0.53,Medium
7.9,5.2,7.1,5,1,100,0.58,Medium
7.9,1.4,5.9,1,0,99,0.53,Medium
8.2,6.5,5.5,3,2,84,0.45,Medium
7.7,5.8,10.0,0,1,100,0.55,Medium
4.6,6.6,6.7,5,5,98,0.45,Medium
9.7,6.4,5.6,2,1,100,0.47,Medium
5.3,8.5,7.3,2,1,100,0.34,Medium
4.0,3.4,4.6,3,2,87,0.37,Medium
6.8,7.0,7.0,1,0,91,0.39,Medium
6.6,7.1,10.0,1,1,100,0.51,Medium
7.0,7.1,4.6,5,4,86,0.42,Medium
8.1,4.4,8.6,5,1,95,0.67,High
5.4,8.0,7.2,6,5,99,0.48,Medium
4.5,1.9,5.6,4,2,95,0.49,Medium
8.9,8.4,2.8,4,2,80,0.34,Medium
7.1,4.1,4.1,3,1,100,0.42,Medium
4.9,5.6,6.5,0,0,73,0.32,Low
8.1,1.0,8.5,4,2,89,0.74,High
6.8,4.5,5.5,4,0,100,0.47,Medium
6.6,2.3,6.6,5,2,100,0.61,Medium
8.7,5.3,5.9,4,1,87,0.53,Medium
8.8,5.6,5.3,5,2,97,0.53,Medium
6.8,4.6,7.8,5,0,92,0.58,Medium
9.7,7.5,5.6,4,5,83,0.52,Medium
4.6,5.7,6.5,5,0,83,0.43,Medium
4.4,4.4,7.2,3,5,98,0.48,Medium
7.9,6.1,10.0,7,2,85,0.73,High
4.8,6.5,6.8,7,4,100,0.5,Medium
7.5,6.4,8.1,5,1,76,0.57,Medium
7.7,10.0,10.0,1,3,92,0.48,Medium
8.5,8.5,6.9,5,5,85,0.53,Medium
5.8,5.0,4.6,2,4,87,0.37,Medium
6.5,5.5,5.9,7,0,100,0.52,Medium
5.5,4.6,6.0,5,2,88,0.48,Medium
8.3,3.8,9.0,6,5,90,0.76,High
10.3,4.7,10.0,4,1,100,0.76,High
8.0,2.7,8.6,3,2,61,0.67,High
7.0,1.0,7.1,2,3,94,0.61,Medium
6.9,4.1,4.5,0,4,70,0.38,Medium
9.4,5.7,4.5,6,3,100,0.55,Medium
8.2,8.0,6.5,7,1,74,0.54,Medium
5.2,3.5,10.0,0,5,100,0.57,Medium
7.1,2.7,8.9,5,3,100,0.71,High
7.5,4.9,6.2,1,4,89,0.47,Medium
6.6,6.2,6.4,1,3,100,0.4,Medium
7.8,4.9,6.3,3,1,100,0.51,Medium
7.7,4.0,6.9,0,5,69,0.51,Medium
6.7,5.7,6.6,7,4,100,0.58,Medium
6.4,7.8,3.7,3,1,100,0.28,Low
5.6,4.0,6.0,5,1,80,0.5,Medium
5.1,5.7,4.7,6,2,84,0.41,Medium
7.0,7.0,10.0,4,3,69,0.61,Medium
6.1,5.9,10.0,2,0,70,0.54,Medium
7.5,5.0,6.9,6,5,100,0.62,Medium
6.5,3.3,7.1,4,4,83,0.59,Medium
6.2,2.7,7.6,1,0,80,0.51,Medium
6.3,3.7,6.0,3,0,100,0.47,Medium
7.4,2.2,8.1,7,5,91,0.77,High
9.7,5.7,6.2,0,2,99,0.48,Medium
9.9,3.1,10.0,1,2,97,0.73,High
7.0,4.1,9.4,7,2,97,0.73,High
5.5,7.0,8.2,5,3,70,0.51,Medium
8.9,3.7,7.5,5,5,100,0.7,High
6.6,3.5,4.1,0,0,99,0.34,Medium
7.9,4.5,9.1,3,1,96,0.63,Medium
8.4,4.7,1.9,5,5,82,0.43,Medium
7.9,6.0,6.8,1,1,82,0.45,Medium
8.1,7.3,6.9,0,3,96,0.42,Medium
10.5,6.2,5.7,2,2,96,0.52,Medium
5.8,5.6,6.5,0,0,77,0.35,Medium
8.0,1.0,7.9,5,2,96,0.74,High
10.5,6.9,10.0,5,3,87,0.75,High
7.4,4.1,9.0,1,3,95,0.59,Medium
7.9,7.0,10.0,1,0,100,0.54,Medium
6.1,1.7,5.6,6,0,72,0.58,Medium
4.4,3.3,6.6,0,2,85,0.39,Medium
6.4,8.6,7.9,5,0,98,0.46,Medium
8.6,3.1,7.1,0,3,99,0.56,Medium
8.9,6.2,8.2,3,4,69,0.6,Medium
6.6,3.5,6.2,4,1,100,0.53,Medium
8.5,4.2,10.0,4,0,87,0.71,High
6.8,6.0,6.1,1,5,73,0.42,Medium
7.8,5.3,6.7,0,5,87,0.47,Medium
5.5,5.0,10.0,1,5,76,0.56,Medium
8.1,5.1,7.8,2,1,82,0.55,Medium
5.5,1.0,8.1,7,5,100,0.74,High
6.7,5.0,7.2,3,0,70,0.5,Medium
6.9,2.4,7.0,4,3,94,0.61,Medium
6.7,6.2,4.6,3,0,99,0.36,Medium
8.2,1.0,5.6,4,0,81,0.61,Medium
5.3,3.0,4.5,6,0,100,0.47,Medium
7.1,6.1,7.7,6,3,98,0.59,Medium
8.7,4.2,8.0,7,0,77,0.71,High
6.9,7.4,10.0,7,1,65,0.65,Medium
6.8,5.6,6.1,5,4,72,0.52,Medium
6.5,7.8,6.2,4,0,97,0.4,Medium
7.7,5.8,7.8,0,0,83,0.46,Medium
8.7,5.7,5.6,3,4,100,0.51,Medium
8.2,3.0,7.3,6,0,98,0.67,High
8.5,6.9,8.8,2,4,98,0.57,Medium
7.2,3.9,8.7,3,0,99,0.6,Medium
7.3,5.4,4.4,6,0,93,0.46,Medium
8.0,3.8,10.0,0,2,85,0.63,Medium
6.8,1.0,7.6,2,5,100,0.64,Medium
8.4,5.9,10.0,1,2,100,0.6,Medium
7.6,6.6,9.3,5,0,81,0.61,Medium
7.8,6.4,3.4,0,1,65,0.28,Low
7.0,5.3,7.5,0,5,67,0.48,Medium
6.2,4.0,7.0,7,0,93,0.6,Medium
4.6,7.8,6.9,4,4,100,0.39,Medium
6.7,4.2,8.3,1,2,74,0.53,Medium
6.4,3.2,8.3,1,1,97,0.54,Medium
7.1,4.8,10.0,1,2,92,0.59,Medium
5.3,7.1,7.3,6,1,94,0.48,Medium
7.1,6.0,4.7,1,3,99,0.36,Medium
5.8,6.2,9.3,3,1,89,0.53,Medium
7.7,7.7,1.0,5,2,83,0.27,Low
7.1,7.0,6.5,3,2,95,0.44,Medium
4.9,6.8,7.1,7,4,69,0.51,Medium
7.1,4.5,7.7,4,3,85,0.59,Medium
6.0,1.9,9.1,2,3,99,0.64,Medium
6.8,5.4,7.8,0,5,100,0.48,Medium
9.7,6.3,5.2,7,3,98,0.59,Medium
7.4,3.8,4.6,3,0,99,0.45,Medium
7.8,1.6,8.6,7,4,100,0.81,High
8.9,2.5,7.3,7,5,81,0.77,High
4.0,6.3,10.0,3,5,93,0.52,Medium
5.4,1.9,4.5,2,5,100,0.45,Medium
9.3,1.3,8.3,0,3,95,0.68,High
6.2,8.3,6.6,2,2,100,0.36,Medium
6.0,7.7,6.2,1,5,65,0.35,Medium
6.5,1.0,6.4,5,4,76,0.65,Medium
7.6,6.2,7.9,7,0,95,0.61,Medium
6.3,5.9,7.3,4,1,89,0.49,Medium
8.7,8.1,7.6,2,3,80,0.49,Medium
5.9,1.2,5.3,6,5,94,0.61,Medium
10.6,5.5,5.0,1,1,80,0.48,Medium
6.4,5.4,8.3,3,3,100,0.54,Medium
4.7,5.9,1.1,5,0,100,0.21,Low
5.9,4.5,8.7,5,5,74,0.63,Medium
7.3,6.3,7.6,0,3,100,0.45,Medium
8.4,4.9,5.7,3,4,98,0.52,Medium
9.5,6.6,6.0,7,2,85,0.6,Medium
9.5,5.3,8.2,3,4,96,0.65,Medium
8.6,5.8,9.0,2,3,95,0.61,Medium
5.1,2.9,6.7,7,2,86,0.59,Medium
7.8,3.7,7.8,5,4,92,0.67,High
6.1,5.9,5.4,5,0,100,0.43,Medium
4.4,4.2,5.9,1,4,100,0.38,Medium
8.3,8.1,4.7,2,4,100,0.37,Medium
5.9,5.5,10.0,3,4,84,0.6,Medium
5.0,1.6,7.9,1,2,100,0.53,Medium
5.9,5.3,9.6,3,3,100,0.58,Medium
5.4,7.1,6.8,4,5,81,0.44,Medium
6.8,5.3,7.4,1,0,99,0.45,Medium
6.5,5.4,2.7,5,1,71,0.35,Medium
8.1,7.9,4.7,4,3,82,0.41,Medium
6.5,5.8,9.1,0,1,100,0.48,Medium
